date,regime,prob_0,prob_1,prob_2,prob_3,prob_4,confidence
2022-06-09,0,0.9716162915695016,0.0009739736926288455,7.807751935305263e-05,0.027327797309008143,3.859909508522332e-06,0.9716162915695016
2022-06-10,0,0.9334212703875014,0.008557345491757531,1.320951276945773e-06,0.05800470944790654,1.53537215582887e-05,0.9334212703875014
2022-06-13,0,0.9539493202780401,0.045471996685759214,9.978816318153931e-05,0.00036245905157030524,0.00011643582144811188,0.9539493202780401
2022-06-14,0,0.912766996518067,0.08577553306190494,0.00027204905991662473,0.00112443173736185,6.0989622749930754e-05,0.912766996518067
2022-06-15,0,0.951705428000105,0.04721323098979119,4.4511695606306254e-05,0.0009793317243391299,5.7497590157887445e-05,0.951705428000105
2022-06-16,0,0.9743543352379457,0.009519065635758103,0.01270638305268761,0.003401358087475059,1.8857986133407824e-05,0.9743543352379457
2022-06-17,0,0.9853404490421195,0.01217076826442011,4.191987004701123e-05,0.0024406350669066434,6.22775650636462e-06,0.9853404490421195
2022-06-21,0,0.9685808531332981,0.028840792960782343,5.2503382454701666e-05,0.0025181229647056828,7.727558758702307e-06,0.9685808531332981
2022-06-22,0,0.9932642026266377,0.004836335194242035,4.472276719289333e-05,0.0018500383614640952,4.7010504634220005e-06,0.9932642026266377
2022-06-23,0,0.9976670268025128,0.0010606938368597789,2.8920378945136745e-05,0.0012401377461128994,3.221235569757184e-06,0.9976670268025128
2022-06-24,0,0.9969716178709683,0.0024420070566717367,4.258697849395573e-05,0.0005408033442866506,2.984749579358446e-06,0.9969716178709683
2022-06-27,0,0.9941183126696358,0.005149559586845206,3.042249984855888e-05,0.0006979961429815656,3.7091006885455275e-06,0.9941183126696358
2022-06-28,0,0.9912303882952094,0.00756365019019511,1.2554333059327195e-05,0.0011882330357960852,5.1741457397768e-06,0.9912303882952094
2022-06-29,0,0.9973410408255518,0.0017425162179206435,8.197289039965698e-06,0.0009048834546603521,3.362212827158287e-06,0.9973410408255518
2022-06-30,0,0.9987979673769236,0.00025985658232349095,5.971581874696065e-07,0.0009385997593854313,2.979123179651401e-06,0.9987979673769236
2022-07-01,0,0.9952571242711477,0.00018028549038413727,2.1748222969088216e-08,0.0045572148808234614,5.353609421636671e-06,0.9952571242711477
2022-07-05,0,0.9996153318409969,7.003006478194749e-06,1.2214593484263432e-07,0.0003749237986664372,2.6192079238752445e-06,0.9996153318409969
2022-07-06,0,0.9988483675961811,5.380411041474229e-05,1.4342198605152184e-07,0.001090133312679588,7.551558738703879e-06,0.9988483675961811
2022-07-07,0,0.9974820204686534,0.0003175994782568565,8.977579596850178e-08,0.0021878334345279507,1.2456842766238558e-05,0.9974820204686534
2022-07-08,0,0.9973389146540148,0.0009940137497444843,1.0724643177309366e-07,0.0016522618268696577,1.4702522939711788e-05,0.9973389146540148
2022-07-11,0,0.9984489429985085,0.00022203829196576992,7.929218162902356e-08,0.001315605727311086,1.3333690033229648e-05,0.9984489429985085
2022-07-12,0,0.9994854429066159,5.9645957151306715e-05,3.202000176733751e-13,0.0004277045751300641,2.7206560782407595e-05,0.9994854429066159
2022-07-13,0,0.9961999064445424,0.00014883812095683254,1.4568495320691919e-09,0.003650732374247431,5.216034030649286e-07,0.9961999064445424
2022-07-14,0,0.9943592882623287,0.00043673909191187515,6.3835387034275e-10,0.005202152598309773,1.8194090951467383e-06,0.9943592882623287
2022-07-15,0,0.9883717903556042,0.0010294670314052268,1.4901049666286573e-07,0.010597219472794827,1.374129698523718e-06,0.9883717903556042
2022-07-18,0,0.9968329108745801,0.0002860342748909217,1.3425521551565247e-08,0.002866550173211278,1.4491251796256524e-05,0.9968329108745801
2022-07-19,0,0.9958539063158218,0.000501742275983779,5.334299772843336e-06,0.003637739677537111,1.2774308837701992e-06,0.9958539063158218
2022-07-20,0,0.9956908036888843,0.0006716274960303388,1.8101719199231797e-06,0.0036343930601959074,1.3655829691939626e-06,0.9956908036888843
2022-07-21,0,0.9963791422950768,0.0002079596316682979,4.1348330566896305e-09,0.003399301571830734,1.3592366590301693e-05,0.9963791422950768
2022-07-22,0,0.9967692434608264,3.969062002276291e-05,9.713062488801185e-10,0.003177009125251469,1.4055822593170719e-05,0.9967692434608264
2022-07-25,0,0.9947494515805962,9.235250376479232e-05,5.033680296788481e-10,0.005135307267464927,2.2888144806577274e-05,0.9947494515805962
2022-07-26,0,0.9950967172690266,5.0517053113384666e-05,9.914826520304269e-11,0.004832876003086107,1.98895756253169e-05,0.9950967172690266
2022-07-27,0,0.998358519620905,2.072159064971534e-05,5.055478539794364e-10,0.0016020899574078582,1.8668325489661335e-05,0.998358519620905
2022-07-28,0,0.9991443280550073,4.972359517848363e-06,1.068512479628266e-10,0.0008018142971559813,4.888518146683528e-05,0.9991443280550073
2022-07-29,0,0.9996364123597044,3.5043269352117735e-06,1.964021360994036e-08,0.00033324840627588405,2.6815266870749694e-05,0.9996364123597044
2022-08-01,0,0.9996225509320649,2.01419808519247e-06,6.014976340896562e-11,0.0003396856465436379,3.5749163156965036e-05,0.9996225509320649
2022-08-02,0,0.9788690845928858,0.00013549926754569195,4.510413397309022e-12,0.020958242686278442,3.7173448779407534e-05,0.9788690845928858
2022-08-03,0,0.9686116015836008,0.00016137934067584077,1.0455694496499629e-12,0.03119923002937666,2.7789045301111486e-05,0.9686116015836008
2022-08-04,0,0.9883329870445805,4.881181615688594e-05,3.038838137272034e-14,0.011595964844346983,2.223629488516689e-05,0.9883329870445805
2022-08-05,0,0.9835819723015372,0.00039304487645692673,2.320804108989661e-15,0.015991348678081677,3.363414392180425e-05,0.9835819723015372
2022-08-08,0,0.9687879179019562,0.00022003011435003386,1.1891539418760783e-13,0.030976330819614296,1.5721163961232755e-05,0.9687879179019562
2022-08-09,0,0.9627755897710654,0.000618509377834799,3.011486031785988e-10,0.03660330666236922,2.593887581671244e-06,0.9627755897710654
2022-08-10,0,0.9378839865901775,0.0006122231843478454,3.249676091393194e-10,0.061500371982248295,3.417918259339388e-06,0.9378839865901775
2022-08-11,0,0.8537201447492352,0.005370603820350374,7.764819476118124e-12,0.14090172915532853,7.522267321405265e-06,0.8537201447492352
2022-08-12,0,0.9228838352131766,0.0031167531763318925,8.574234640585982e-13,0.07399247378819816,6.937821435789535e-06,0.9228838352131766
2022-08-15,0,0.9872043799934086,0.0002838782915964846,2.2096916891113585e-12,0.012506938994802477,4.8027179829440724e-06,0.9872043799934086
2022-08-16,0,0.9851032653407964,0.00018783566484315838,7.229030047841728e-13,0.014700292685337745,8.606308299026032e-06,0.9851032653407964
2022-08-17,0,0.9855902239958754,0.0011879028197391709,2.15345403357697e-14,0.01320396368123816,1.7909503125595223e-05,0.9855902239958754
2022-08-18,0,0.9909612041189306,0.000740833064722943,5.229475089884154e-11,0.00829316959902557,4.793165025937054e-06,0.9909612041189306
